DEVICE NAME,DESCRIPTION,DIRECTORY NUMBER 1,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 22,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 25,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 29,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 5
SEPBBCggDBAE,|VALNYFL|5FRMU|92|STD|92|Christopher Lowe|FCH9MDM|NTX||NON|NON,556118,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBaaDB,|VALNYFL|5FRMU|92|STD|99|Tomoki Nakatani|FCHCE|NTX|NON|NON|NON,556119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECCC,|VALNYFL|5FRMU|92|STD|99|Michael Arnone|FCH29|NTX||NON|NON,556120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDB,|VALNYFL|5FRMU|92|STD|99|Steve Jones|FCH5LP|NTX||NON|NON,556121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBBDD,|VALNYFL|5FRMU|92|STD|25|Laura Carrillo|FCH9Q2|NTX||NON|NON,556122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBBB,|VALNYFL|5FRMU|92|STD|9|Joanne Erenberg|FCHSSN|NTX||NON|NON,556123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggBBE,|VALNYFL|5FRMU|92|STD|52|Kai Fukasawa|FCHCHD|NTX||NON|NON,556124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggB,|VALNYFL|5FRMU|92|STD|5|Richard Gadomski|FCHCGU|NTX||NON|NON,556125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggA,|VALNYFL|5FRMU|92|STD|XXXX|UNASSIGNED|FCHCR|NTX||NON|NON,556126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDBFDCDCD,|VALNYFL|5FRMU|92|NON|XXXX|UNASSIGNED|FCH9JSG|NTX|NON|NON|NON,556127,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|VALNYFL|5FRMU|CIPC|BAS|9|Yusuke i|UNKNOWN|FOP||NON|NON,556128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAAEFEaaD,|WATMA|59FDBT|2|CAP|952| Phone Booth 2|UNKNOWN|NTX|NON|NON|NON,556129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAAEFE,|WATMA|59FDBT|2|CAP|9525| Breakroom 25|UNKNOWN|NTX|NON|NON|NON,556130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAAEFEF,|WATMA|59FDBT|2|CAP|952| Lab Corridor 2|UNKNOWN|NTX|NON|NON|NON,556131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggCBEaaBB,|WATMA|59FDBT|2|CAP|9522| Main Lab 29|UNKNOWN|NTX|NON|NON|NON,556132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAAEFFB,|WATMA|59FDBT|2|CAP|XXXX|UNASSIGNED|UNKNOWN|NTX|NON|NON|NON,556133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggCBEC,|WATMA|59FDBT|2|CAP|XXXX|UNASSIGNED|UNKNOWN|NTX|NON|NON|NON,556134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggCBECF,|WATMA|59FDBT|2|CAP|XXXX|UNASSIGNED|UNKNOWN|NTX|NON|NON|NON,556135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaCDBBBB,|WATMA|59FDBT||BAS|952| Receptionist 22|UNKNOWN|NTX||NON|NON,556136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaCDBBB,|WATMA|59FDBT||BAS|9522|Samantha Hullah|UNKNOWN|NTX||NON|NON,556137,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBECBBB,|WATMA|59FDBT||BAS|952|Poliana Yee|UNKNOWN|NTX||NON|NON,556138,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaCDggaaaaBB,|WATMA|59FDBT||BAS|9522|Danny Lavoie|UNKNOWN|NTX||NON|NON,556139,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEDaa,|WATMA|59FDBT||BAS|95222|Michael Singh|UNKNOWN|NTX||NON|NON,556140,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBECED,|WATMA|59FDBT||BAS|9522|Dan Su|UNKNOWN|NTX||NON|NON,556141,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEDggB,|WATMA|59FDBT||BAS|95225|Kathreen Gifford|UNKNOWN|NTX||NON|NON,556142,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEDgggg,|WATMA|59FDBT||BAS|9522| open 22f|UNKNOWN|NTX||NON|NON,556143,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEDggaa,|WATMA|59FDBT||BAS|9522| open 22g|UNKNOWN|NTX||NON|NON,556144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDADBA,|WATMA|59FDBT||BAS|9522|Christine Ricci|UNKNOWN|NTX||NON|NON,556145,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFggFE,|WATMA|59FDBT||BAS|95229| open 22i|UNKNOWN|NTX||NON|NON,556146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaCDBBBB,|WATMA|59FDBT||BAS|952|Ido Keren|UNKNOWN|NTX||NON|NON,556147,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEDB,|WATMA|59FDBT||BAS|952|JunYuan Huang|UNKNOWN|NTX||NON|NON,556148,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaCDBBaaD,|WATMA|59FDBT||BAS|9522|Punam Ghosh|UNKNOWN|NTX||NON|NON,556149,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaCDBBEBB,|WATMA|59FDBT||BAS|952|Eni Sterjanaj|UNKNOWN|NTX||NON|NON,556150,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaCDBBgg,|WATMA|59FDBT||BAS|XXXX|UNASSIGNED|UNKNOWN|NTX||NON|NON,556151,5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECAggF,|WAYNJ|5|92|BAS|22|Ricardo Fontanilla|FCH2ZFT|NTX||NON|NON,556152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEaaFDF,|WAYNJ|52|925|NON|XXXX|UNASSIGNED|IAC5A9|FOP|NON|NON|NON,556153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEaaFDFF,|WAYNJ|52|925|NON|XXXX|UNASSIGNED|IAC5APU|FOP|NON|NON|NON,556154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEaaFDggC,|WAYNJ|52|925|NON|XXXX|UNASSIGNED|IAC5ABM|FOP|NON|NON|NON,556155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFDD,|WAYNJ|52|925|STD|2|John Brzezinski|IAC5A9J|FOP||NON|NON,556156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFDD,|WAYNJ|52|925|STD|29|Carlos Herrera|IAC5AZ|FOP||NON|NON,556157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaFAgg,|WAYNJ|52|92|BAS|992|5 STAGING|FCHE|NTX|NON|NON|NON,556158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBaa,|WAYNJ|52|92|BAS|22|Nobuyuki Torisawa|FCH2AKFQ|NTX|NON|NON|NON,556159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBggggC,|WAYNJ|52|92|BAS|2|Visitor|FCH2ALB|NTX|NON|NON|NON,556160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBggFD,|WAYNJ|52|92|BAS|25|Josolyn Carter|UNKNOWN|NTX||NON|NON,556161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBgg,|WAYNJ|52|92|BAS|29|Donovan Figueroa|FCH2VX|NTX||NON|NON,556162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBBC,|WAYNJ|52|92|BAS|25|NJWAY Hotel |FCH2LQ|NTX|NON|NON|NON,556163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECCD,|WAYNJ|52|92|BAS|2|Haruhiko Arai|FCH29T|NTX||NON|NON,556164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBaaB,|WAYNJ|52|92|BAS|25|Masaki Tonegawa|FCH2AKK|NTX||NON|NON,556165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEAF,|WAYNJ|52|92|BAS|2|MaryAnn Baer|FCH29ER2|NTX||NON|NON,556166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECAaa,|WAYNJ|52|92|BAS|22|Chris Rydstrom|FCH2YQX|NTX||NON|NON,556167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBggD,|WAYNJ|52|92|BAS|22|Keith Nelson|FCH2VZB|NTX||NON|NON,556168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBggAEF,|WAYNJ|52|92|BAS|22|Alberto Morales|FCH29BH|NTX||NON|NON,556169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBCB,|WAYNJ|52|92|BAS|2|Marcus Greene|FCH2XH|NTX||NON|NON,556170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEEBBF,|WAYNJ|52|92|BAS|25|Damian Wilowski|FCH29FN|NTX||NON|NON,556171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaE,|WAYNJ|52|92|BAS|2|Sunil Sindhwani|FCHHY|NTX||NON|NON,556172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBBBB,|WAYNJ|52|92|BAS|XXXX|UNASSIGNED|FCH9JF2|NTX||NON|NON,556173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBggaa,|WAYNJ|52|92|BAS|XXXX|UNASSIGNED|FCH2VU2|NTX|NON|NON|NON,556174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaBBaaBBBEBB,|WAYNJ|52|92|CAP|2|NJWAY HotelCube |UNASSIGNED|NTX|NON|NON|NON,556175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBFgg,|WAYNJ|52|92|CAP|22|NJWAY HotelCube 2|FCH2ALA|NTX|NON|NON|NON,556176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECDaa,|WAYNJ|52|92|NON|XXXX|UNASSIGNED|FCH2U2|NTX|NON|NON|NON,556177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBA,|WAYNJ|52|92|NON|XXXX|UNASSIGNED|FCH2VH|NTX|NON|NON|NON,556178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBggBaa,|WAYNJ|52|92|NON|XXXX|UNASSIGNED|FCH2VYC|NTX|NON|NON|NON,556179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECCCgggg,|WAYNJ|52|92|NON|XXXX|UNASSIGNED|FCH29T|NTX|NON|NON|NON,556180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEBBA,|WAYNJ|52|92|NON|XXXX|UNASSIGNED|FCH29EJP|NTX|NON|NON|NON,556181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEEEgg,|WAYNJ|52|92|NON|XXXX|UNASSIGNED|FCH29FQ|NTX|NON|NON|NON,556182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBAA,|WAYNJ|52|92|STD|2|John Brzezinski|FCH2XG|NTX||NON|NON,556183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBAC,|WAYNJ|52|92|STD|25|Vijay Malaney|FCH25SY|NTX||NON|NON,556184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECCA,|WAYNJ|52|92|STD|2|Carmela Nuzzi|FCH29KR|NTX||NON|NON,556185,5229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECDgg,|WAYNJ|52|92|STD|29|Carlos Herrera|FCH299L|NTX||NON|NON,556186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaEgg,|WAYNJ|52|92|STD|2|Norbert Martinez|FCHNW|NTX||NON|NON,556187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEEC,|WAYNJ|52|92|STD|XXXX|UNASSIGNED|FCH29FPD|NTX||NON|NON,556188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEBBBCEE,|WAYNJ|52|92|NON|XXXX|UNASSIGNED|FCH2UQW|NTX|NON|NON|NON,556189,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDBFDCCB,|WAYNJ|52|92|STD|2|Carmen Avecillas|FCH9GQL|NTX|NON|NON|NON,556190,5229,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPACFggBBF,|WAYNJ|52|92|STD|22|Lee Ann Custance|FCHDMP|NTX||NON|NON,556191,5229,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFAggCggBBCCaa,|WAYNJ|52|2|BAS|22|Amit Mehta|UNKNOWN|NTX||NON|NON,556192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDEaaCAE,|WAYNJ|52|2|BAS|22|Cory Blum|FCH25NKB|NTX||NON|NON,556193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFAggCggBBDaa,|WAYNJ|52|2|BAS|2|Joe Henley|UNKNOWN|NTX||NON|NON,556194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBDEaaAC,|WAYNJ|52|2|BAS|29|Carlos Herrera|UNKNOWN|NTX||NON|NON,556195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFAggCggBBDggBB,|WAYNJ|52|2|BAS|22|Nick Kazandjian|UNKNOWN|NTX||NON|NON,556196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBDEaaAC,|WAYNJ|52|2|BAS|22|Nelson Dino|UNKNOWN|NTX||NON|NON,556197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAFBEaaB,|WAYNJ|52|2|NON|was225|wasSalam Rahman|FCH25HEK|NTX|NON|NON|NON,556198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBFBBA,|WAYNJ|52|2|NON|XXXX|UNASSIGNED was Edward Goosen|UNKNOWN|NTX|NON|NON|NON,556199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCF,|WAYNJ|52|2|NON|XXXX|UNASSIGNED|FCH2FY5Z|NTX|NON|NON|NON,556200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBBEBB,|WAYNJ|52|2|NON|XXXX|UNASSIGNED|UNKNOWN|NTX|NON|NON|NON,556201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFAggCggBBCBBEC,|WAYNJ|52|2|NON|XXXX|UNASSIGNED|UNKNOWN|NTX|NON|NON|NON,556202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFAggCggBBCAFDaa,|WAYNJ|52|2|STD|22|Cristina MercadoWood|UNKNOWN|NTX||NON|NON,556203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPACFaa,|WAYNJ|52||CAP|25|Exec Conf Room|FOC22MAK|FOP|NON|NON|NON,556204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBF,|WAYNJ|5ID|92|NON|XXXX|Unassigned|FCH2AKVR|NTX|NON|NON|NON,556205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBgg,|WAYNJ|5FHUS|92|BAS|222|Boris Sukharenko|FCH2AKS|NTX||NON|NON,556206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBAE,|WAYNJ|5FHUS|92|BAS|22|Tracey Mazawey|FCH2UUL|NTX||NON|NON,556207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEaaFDBF,|WAYNJ|55OD|925|CAP|XXXX|UNASSIGNED|IAC5A|FOP|NON|NON|NON,556208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEaaFDggD,|WAYNJ|55OD|925|ENH|2|John Newton|IAC5AMT|FOP||NON|NON,556209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEaaFDB,|WAYNJ|55OD|925|NON|XXXX|UNASSIGNED|UNKNOWN|FOP|NON|NON|NON,556210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFDDaaBC,|WAYNJ|55OD|925|STD|2|Gary Di Zenzo|IAC5A2TB|FOP||NON|NON,556211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaFABB,|WAYNJ|55OD|92|BAS|22|Ryoichi Yoshimura|FCHEW|NTX||NON|NON,556212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEAB,|WAYNJ|55OD|92|BAS|22|Bob Van Bodegon|FCH29ESM|NTX||NON|NON,556213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBB,|WAYNJ|55OD|92|BAS|2|NJWayne IT|FCH2AKTU|NTX|NON|NON|NON,556214,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECDE,|WAYNJ|55OD|92|BAS|22|Wayne Warehouse Desk|FCH299US|NTX|NON|NON|NON,556215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBggA,|WAYNJ|55OD|92|BAS|22|Yuji Otsubo|FCH2VUU|NTX||NON|NON,556216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggCAE,|WAYNJ|55OD|92|BAS|25| OD Warehouse|UNKNOWN|NTX||NON|NON,556217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBaaB,|WAYNJ|55OD|92|BAS|2|Marie Shamberger|FCH2V9W|NTX||NON|NON,556218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECCBBD,|WAYNJ|55OD|92|BAS|29|James Streater|FCH29CH|NTX||NON|NON,556219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaBBaaBBgg,|WAYNJ|55OD|92|BAS|22|Njway Binocular Bench|FCH9FQ|NTX|NON|NON|NON,556220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaEaa,|WAYNJ|55OD|92|BAS|222|Njway Small Conf Rm|FCHQ|NTX|NON|NON|NON,556221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBD,|WAYNJ|55OD|92|BAS|2|Lobby Wayne NJ|FCH2W2X|NTX|NON|NON|NON,556222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaFBA,|WAYNJ|55OD|92|BAS|2|SM CONF RM 2 55|FCHJV|NTX|NON|NON|NON,556223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBFBBC,|WAYNJ|55OD|92|BAS|229|NJWAY Conf Room2|FCH2Y5|NTX|NON|NON|NON,556224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECaaBB,|WAYNJ|55OD|92|BAS|XXXX|UNASSIGNED|FCH922|NTX||NON|NON,556225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECaaED,|WAYNJ|55OD|92|CAP|25|UNASSIGNED|FCH92|NTX|NON|NON|NON,556226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBCC,|WAYNJ|55OD|92|NON|UNASSIGNED|FCH2AL2|NTX|NON|NON|NON,556227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBCaaC,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCH2XD|NTX|NON|NON|NON,556228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECDBaa,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCH29BC9|NON||NON|NON,556229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEEC,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCH29FP5|NTX|NON|NON|NON,556230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEEFA,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCH29FQV|NTX|NON|NON|NON,556231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaEaagg,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCHQ|NTX|NON|NON|NON,556232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaFA,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCHCK|NTX|NON|NON|NON,556233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaFBaaE,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCHKF|NTX|NON|NON|NON,556234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEBBBDggA,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCH2AP9D|NTX|NON|NON|NON,556235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaBBaaBBggEBB,|WAYNJ|55OD|92|NON|XXXX|UNASSIGNED|FCHQ5L|NTX|NON|NON|NON,556236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
